Model,Human Name,Provider,Elo,Win Rate,Wins,Games,Bluff Success Rate,Lie Detection F1,Rule Adherence
mistralai/mistral-nemo,David,mistralai,1016.0,100.0,1,1,0.0,90.9090909090909,81.25
meta-llama/llama-3.1-8b-instruct,Brian,meta-llama,984.0,0.0,0,1,16.666666666666664,0.0,12.5
