Model,Human Name,Provider,Elo,Win Rate,Wins,Games,Bluff Success Rate,Lie Detection F1,Rule Adherence
meta-llama/llama-3.1-8b-instruct,Gray Wilson,meta-llama,1000.0,0.0,0,1,0,0,0
mistralai/mistral-nemo,Indigo Carter,mistralai,1000.0,0.0,0,1,0,0,0
