Model,Human Name,Provider,Elo,Win Rate,Wins,Games,Bluff Success Rate,Lie Detection F1,Rule Adherence
mistralai/mistral-nemo,Nicole,mistralai,1016.0,100.0,1,1,0.0,100.0,80.0
meta-llama/llama-3.1-8b-instruct,Megan,meta-llama,984.0,0.0,0,1,0.0,44.44444444444444,41.17647058823529
