Model,Provider,Elo,Win Rate,Wins,Games,Bluff Success Rate,Lie Detection Precision,Lie Detection Recall,Lie Detection F1,Average Final Bid,Bid Optimality,Adaptation Score,Rule Adherence Rate,Avg API Response Time,Avg Rounds per Game,Early Game Wins,Mid Game Wins,Long Game Wins
meta-llama/llama-3.2-1b-instruct,meta-llama,984.0,78.90625,101,128,2.981770833333333,95.33854166666667,83.52747252478774,85.19901684149005,6.451302083333333,26.006180234695865,30.46875,29.66785239295547,1.788378878143297,7.6015625,101,0,0
meta-llama/llama-3.2-3b-instruct,meta-llama,1016.0,19.53125,25,128,0.8984374999999998,89.54427083333333,42.23530503401827,52.962805302927215,7.183463541666669,29.429190527233775,28.90625,41.31389210735226,1.21001979698583,7.6015625,25,0,0
