Model,Provider,Elo,Win Rate,Wins,Games,Bluff Success Rate,Lie Detection Precision,Lie Detection Recall,Lie Detection F1,Average Final Bid,Bid Optimality,Adaptation Score,Rule Adherence Rate,Avg API Response Time,Avg Rounds per Game,Early Game Wins,Mid Game Wins,Long Game Wins
meta-llama/llama-3.2-1b-instruct,meta-llama,1016.0,67.10000000000001,671,1000,3.7749999999999995,90.49404761904758,73.78448121435184,76.44641090995466,6.496552380952378,24.804121226640568,22.0,31.141945601275758,1.5719336806581763,7.37,671,0,0
meta-llama/llama-3.2-3b-instruct,meta-llama,984.0,30.099999999999998,301,1000,2.378571428571429,88.9414285714286,47.805711771029145,56.310753035383954,6.9688142857142825,30.27990091500163,25.8,40.12522597649454,1.2873982515596596,7.37,301,0,0
