Model,Human Name,Provider,Elo,Win Rate,Wins,Games,Bluff Success Rate,Lie Detection F1,Rule Adherence
meta-llama/llama-3.1-8b-instruct,Blake Taylor,meta-llama,1000.0,0.0,0,2,0,0,0
mistralai/mistral-nemo,Alex Morgan,mistralai,1000.0,0.0,0,2,0,0,0
