Model,Human Name,Provider,Elo,Win Rate,Wins,Games,Bluff Success Rate,Lie Detection F1,Rule Adherence
mistralai/mistral-nemo,Nico Riley,mistralai,1016.0,100.0,2,2,0.0,100.0,79.90196078431373
meta-llama/llama-3.1-8b-instruct,Megan,meta-llama,984.0,0.0,0,2,0.0,46.666666666666664,57.53968253968253
