Model,Human Name,Provider,Elo,Win Rate,Wins,Games,Bluff Success Rate,Lie Detection F1,Rule Adherence
mistralai/mistral-nemo,Blake Taylor,mistralai,1016.0,100.0,2,2,0.0,95.45454545454545,68.75
meta-llama/llama-3.1-8b-instruct,Sarah,meta-llama,984.0,0.0,0,2,8.333333333333332,39.682539682539684,41.666666666666664
