Model,Human Name,Provider,Elo,Win Rate,Wins,Games,Bluff Success Rate,Lie Detection F1,Rule Adherence
meta-llama/llama-3.1-8b-instruct,Andrew,meta-llama,1016.0,100.0,1,1,50.0,72.72727272727272,100.0
mistralai/mistral-nemo,Ashley,mistralai,984.0,0.0,0,1,33.33333333333333,50.0,100.0
