Model,Human Name,Provider,Elo,Win Rate,Wins,Games,Bluff Success Rate,Lie Detection F1,Rule Adherence
mistralai/mistral-nemo,Daniel,mistralai,1016.0,100.0,1,1,0.0,90.9090909090909,85.71428571428571
meta-llama/llama-3.1-8b-instruct,David,meta-llama,984.0,0.0,0,1,16.666666666666664,33.333333333333336,100.0
