Model,Human Name,Provider,Elo,Win Rate,Wins,Games,Bluff Success Rate,Lie Detection F1,Rule Adherence
mistralai/mistral-nemo,Jennifer,mistralai,1016.0,100.0,1,1,0.0,100.0,71.42857142857143
meta-llama/llama-3.1-8b-instruct,Daniel,meta-llama,984.0,0.0,0,1,0.0,33.333333333333336,55.55555555555556
